;;;
Informações de Saúde;;;
DATASUS  Tecnologia da Informação a Serviço do SUS;;;
Ajuda;;;
Notas Técnicas;;;
DATASUS;;;
Taxa de desemprego - Brasil;;;
Taxa de desemprego 16a e+ segundo Município;;;
Período: 2000;;;
Município;Taxa de desemprego 16a e+;;
Fonte: IBGE - Censos Demográficos;;;
Notas:;;;
;;;
1. Taxa de desemprego: Percentual da população de 16 anos e mais, economicamente ativa, desocupada.;;;
;;;
Consulte o sítio da Secretaria Estadual de Saúde e do IBGE para mais informações.;;;
;;;
352410 ITUVERAVA;11,95;;
352420 JABORANDI;9,14;;
352430 JABOTICABAL;11,4;;
352440 JACAREI;20,96;;
352450 JACI;9,97;;
352460 JACUPIRANGA;17,45;;
352470 JAGUARIUNA;15,59;;
352480 JALES;12,34;;
352490 JAMBEIRO;17,87;;
352500 JANDIRA;18,71;;
352510 JARDINOPOLIS;9,62;;
352520 JARINU;8,87;;
352530 JAU;9,27;;
352540 JERIQUARA;5,7;;
352550 JOANOPOLIS;6,42;;
352560 JOAO RAMALHO;13,02;;
352570 JOSE BONIFACIO;11;;
352580 JULIO MESQUITA;11,22;;
352585 JUMIRIM;6,7;;
352590 JUNDIAI;14,74;;
352600 JUNQUEIROPOLIS;14,37;;
352610 JUQUIA;15,51;;
352620 JUQUITIBA;15,96;;
352630 LAGOINHA;13,65;;
352640 LARANJAL PAULISTA;8,5;;
352650 LAVINIA;11,46;;
352660 LAVRINHAS;15,48;;
352670 LEME;12,83;;
352680 LENCOIS PAULISTA;15,92;;
352690 LIMEIRA;14,57;;
352700 LINDOIA;7,21;;
352710 LINS;14,16;;
352720 LORENA;18,81;;
352725 LOURDES;9,74;;
352730 LOUVEIRA;12,72;;
352740 LUCELIA;13,07;;
352750 LUCIANOPOLIS;5,79;;
352760 LUIS ANTONIO;18,69;;
352770 LUIZIANIA;8,2;;
352780 LUPERCIO;7,58;;
352790 LUTECIA;14,22;;
352800 MACATUBA;14,75;;
352810 MACAUBAL;6,64;;
352820 MACEDONIA;6,7;;
352830 MAGDA;14,43;;
352840 MAIRINQUE;18,76;;
352850 MAIRIPORA;16,37;;
352860 MANDURI;6,77;;
352870 MARABA PAULISTA;11,54;;
352880 MARACAI;13,37;;
352885 MARAPOAMA;10,75;;
352890 MARIAPOLIS;8,07;;
352900 MARILIA;13,53;;
352910 MARINOPOLIS;5,05;;
352920 MARTINOPOLIS;13,07;;
352930 MATAO;19,59;;
352940 MAUA;23,09;;
352950 MENDONCA;11,57;;
352960 MERIDIANO;15,54;;
352965 MESOPOLIS;11,66;;
352970 MIGUELOPOLIS;15,11;;
352980 MINEIROS DO TIETE;11,34;;
352990 MIRACATU;10,51;;
353000 MIRA ESTRELA;9,8;;
353010 MIRANDOPOLIS;12,76;;
353020 MIRANTE DO PARANAPANEMA;12,58;;
353030 MIRASSOL;14,12;;
353040 MIRASSOLANDIA;20,91;;
353050 MOCOCA;13,63;;
353060 MOGI DAS CRUZES;19,62;;
353070 MOGI GUACU;13,91;;
353080 MOGI MIRIM;12,66;;
353090 MOMBUCA;15,75;;
353100 MONCOES;5,26;;
353110 MONGAGUA;24,71;;
353120 MONTE ALEGRE DO SUL;5,43;;
353130 MONTE ALTO;11,74;;
353140 MONTE APRAZIVEL;10,53;;
353150 MONTE AZUL PAULISTA;12,62;;
353160 MONTE CASTELO;8,97;;
353170 MONTEIRO LOBATO;15,49;;
353180 MONTE MOR;21,02;;
353190 MORRO AGUDO;14,72;;
353200 MORUNGABA;9,2;;
353205 MOTUCA;10,26;;
353210 MURUTINGA DO SUL;6,8;;
353215 NANTES;2,42;;
353220 NARANDIBA;13,66;;
353230 NATIVIDADE DA SERRA;7,08;;
353240 NAZARE PAULISTA;12,86;;
353250 NEVES PAULISTA;8,96;;
353260 NHANDEARA;11,68;;
353270 NIPOA;6,16;;
353280 NOVA ALIANCA;8,25;;
353282 NOVA CAMPINA;18,48;;
353284 NOVA CANAA PAULISTA;7,88;;
353286 NOVA CASTILHO;15,25;;
353290 NOVA EUROPA;9,61;;
353300 NOVA GRANADA;12,44;;
353310 NOVA GUATAPORANGA;15,32;;
353320 NOVA INDEPENDENCIA;7,04;;
353325 NOVAIS;17,59;;
353330 NOVA LUZITANIA;4,91;;
353340 NOVA ODESSA;15,77;;
353350 NOVO HORIZONTE;8;;
353360 NUPORANGA;8,06;;
353370 OCAUCU;7,6;;
353380 OLEO;5,39;;
353390 OLIMPIA;15,55;;
353400 ONDA VERDE;21,34;;
353410 ORIENTE;11,9;;
353420 ORINDIUVA;8,92;;
353430 ORLANDIA;12,48;;
353440 OSASCO;18,42;;
353450 OSCAR BRESSANE;10,68;;
353460 OSVALDO CRUZ;11,01;;
353470 OURINHOS;14,93;;
353475 OUROESTE;18,91;;
353480 OURO VERDE;13,84;;
353490 PACAEMBU;14,69;;
353500 PALESTINA;8,47;;
353510 PALMARES PAULISTA;11,81;;
353520 PALMEIRA D'OESTE;5,02;;
353530 PALMITAL;12,63;;
353540 PANORAMA;13,08;;
353550 PARAGUACU PAULISTA;18,79;;
353560 PARAIBUNA;12,35;;
353570 PARAISO;12,33;;
353580 PARANAPANEMA;10,39;;
353590 PARANAPUA;4,78;;
353600 PARAPUA;12,83;;
353610 PARDINHO;5,12;;
353620 PARIQUERA-ACU;15,01;;
353625 PARISI;9,04;;
353630 PATROCINIO PAULISTA;8,98;;
353640 PAULICEIA;13,19;;
353650 PAULINIA;15,82;;
353657 PAULISTANIA;3,56;;
353660 PAULO DE FARIA;12,77;;
353670 PEDERNEIRAS;14,4;;
353680 PEDRA BELA;6,15;;
353690 PEDRANOPOLIS;11,17;;
353700 PEDREGULHO;11,42;;
353710 PEDREIRA;7,71;;
353715 PEDRINHAS PAULISTA;11,01;;
353720 PEDRO DE TOLEDO;11,16;;
353730 PENAPOLIS;10,52;;
353740 PEREIRA BARRETO;18,79;;
353750 PEREIRAS;12,76;;
353760 PERUIBE;24,17;;
353770 PIACATU;4,7;;
353780 PIEDADE;12,21;;
353790 PILAR DO SUL;13,84;;
353800 PINDAMONHANGABA;22,08;;
353810 PINDORAMA;10,59;;
353820 PINHALZINHO;6,73;;
353830 PIQUEROBI;12,96;;
353850 PIQUETE;20,75;;
353860 PIRACAIA;8,78;;
353870 PIRACICABA;13,66;;
353880 PIRAJU;7,85;;
353890 PIRAJUI;17,12;;
353900 PIRANGI;9,14;;
353910 PIRAPORA DO BOM JESUS;19,71;;
353920 PIRAPOZINHO;17,77;;
353930 PIRASSUNUNGA;12,86;;
353940 PIRATININGA;10,61;;
353950 PITANGUEIRAS;18,7;;
353960 PLANALTO;13,17;;
353970 PLATINA;6,91;;
353980 POA;22,35;;
353990 POLONI;8,58;;
354000 POMPEIA;13,54;;
354010 PONGAI;7,75;;
354020 PONTAL;14,72;;
354025 PONTALINDA;18,26;;
354030 PONTES GESTAL;18,71;;
354040 POPULINA;8,48;;
354050 PORANGABA;8,7;;
354060 PORTO FELIZ;11,49;;
354070 PORTO FERREIRA;13,6;;
354075 POTIM;18,06;;
354080 POTIRENDABA;7,27;;
354085 PRACINHA;9,96;;
354090 PRADOPOLIS;17,14;;
354100 PRAIA GRANDE;21,39;;
354105 PRATANIA;16,93;;
354110 PRESIDENTE ALVES;7,41;;
354120 PRESIDENTE BERNARDES;11,2;;
354130 PRESIDENTE EPITACIO;17,17;;
354140 PRESIDENTE PRUDENTE;14,5;;
354150 PRESIDENTE VENCESLAU;14,04;;
354160 PROMISSAO;11,39;;
354165 QUADRA;9,33;;
354170 QUATA;13,4;;
354180 QUEIROZ;9,91;;
354190 QUELUZ;18,65;;
354200 QUINTANA;14,04;;
354210 RAFARD;11,09;;
354220 RANCHARIA;16,1;;
354230 REDENCAO DA SERRA;12,94;;
354240 REGENTE FEIJO;14,34;;
354250 REGINOPOLIS;10,23;;
354260 REGISTRO;18,34;;
354270 RESTINGA;7,72;;
354280 RIBEIRA;3,47;;
354290 RIBEIRAO BONITO;13,23;;
354300 RIBEIRAO BRANCO;8,51;;
354310 RIBEIRAO CORRENTE;5,49;;
354320 RIBEIRAO DO SUL;7,53;;
354323 RIBEIRAO DOS INDIOS;7;;
354325 RIBEIRAO GRANDE;13,48;;
354330 RIBEIRAO PIRES;21,8;;
354340 RIBEIRAO PRETO;12,97;;
354350 RIVERSUL;21,26;;
354360 RIFAINA;12,82;;
354370 RINCAO;15,77;;
354380 RINOPOLIS;7,19;;
354390 RIO CLARO;12,65;;
354400 RIO DAS PEDRAS;15,98;;
354410 RIO GRANDE DA SERRA;25,69;;
354420 RIOLANDIA;11,23;;
354425 ROSANA;19,09;;
354430 ROSEIRA;17,5;;
354440 RUBIACEA;9,72;;
354450 RUBINEIA;7,16;;
354460 SABINO;9,65;;
354470 SAGRES;15,05;;
354480 SALES;9,27;;
354490 SALES OLIVEIRA;11,57;;
354500 SALESOPOLIS;11,43;;
354510 SALMOURAO;7,66;;
354515 SALTINHO;7,1;;
354520 SALTO;17,83;;
354530 SALTO DE PIRAPORA;18,94;;
354540 SALTO GRANDE;16;;
354550 SANDOVALINA;14,37;;
354560 SANTA ADELIA;8,01;;
354570 SANTA ALBERTINA;8,69;;
354580 SANTA BARBARA D'OESTE;15,04;;
354600 SANTA BRANCA;17,96;;
354610 SANTA CLARA D'OESTE;18,05;;
354620 SANTA CRUZ DA CONCEICAO;8,67;;
354625 SANTA CRUZ DA ESPERANCA;7,94;;
354630 SANTA CRUZ DAS PALMEIRAS;12,24;;
354640 SANTA CRUZ DO RIO PARDO;8,48;;
354650 SANTA ERNESTINA;16,13;;
354660 SANTA FE DO SUL;14,22;;
354670 SANTA GERTRUDES;11,52;;
354680 SANTA ISABEL;19,72;;
354690 SANTA LUCIA;14;;
354700 SANTA MARIA DA SERRA;14,45;;
354710 SANTA MERCEDES;15,19;;
354720 SANTANA DA PONTE PENSA;7,17;;
354730 SANTANA DE PARNAIBA;19,06;;
354740 SANTA RITA D'OESTE;14,98;;
354750 SANTA RITA DO PASSA QUATRO;9,05;;
354760 SANTA ROSA DE VITERBO;17,59;;
354765 SANTA SALETE;6,85;;
354770 SANTO ANASTACIO;15,84;;
354780 SANTO ANDRE;18,76;;
354790 SANTO ANTONIO DA ALEGRIA;5,64;;
354800 SANTO ANTONIO DE POSSE;11,43;;
354805 SANTO ANTONIO DO ARACANGUA;14,97;;
354810 SANTO ANTONIO DO JARDIM;3,99;;
354820 SANTO ANTONIO DO PINHAL;6,74;;
354830 SANTO EXPEDITO;11,82;;
354840 SANTOPOLIS DO AGUAPEI;5,1;;
354850 SANTOS;16,39;;
354860 SAO BENTO DO SAPUCAI;9,07;;
354870 SAO BERNARDO DO CAMPO;18,96;;
354880 SAO CAETANO DO SUL;13,22;;
354890 SAO CARLOS;12,84;;
354900 SAO FRANCISCO;6,25;;
354910 SAO JOAO DA BOA VISTA;12,16;;
354920 SAO JOAO DAS DUAS PONTES;4,22;;
354925 SAO JOAO DE IRACEMA;5,32;;
354930 SAO JOAO DO PAU D'ALHO;16,61;;
354940 SAO JOAQUIM DA BARRA;15,46;;
354950 SAO JOSE DA BELA VISTA;9,32;;
354960 SAO JOSE DO BARREIRO;13;;
354970 SAO JOSE DO RIO PARDO;10,76;;
354980 SAO JOSE DO RIO PRETO;12,95;;
354990 SAO JOSE DOS CAMPOS;18,6;;
354995 SAO LOURENCO DA SERRA;22,95;;
355000 SAO LUIS DO PARAITINGA;8,93;;
355010 SAO MANUEL;14,45;;
355020 SAO MIGUEL ARCANJO;11,91;;
355030 SAO PAULO;17,38;;
355040 SAO PEDRO;10,2;;
355050 SAO PEDRO DO TURVO;4,39;;
355060 SAO ROQUE;15,72;;
355070 SAO SEBASTIAO;14,64;;
355080 SAO SEBASTIAO DA GRAMA;10,76;;
355090 SAO SIMAO;15,32;;
355100 SAO VICENTE;22,33;;
355110 SARAPUI;15,3;;
355120 SARUTAIA;7,6;;
355130 SEBASTIANOPOLIS DO SUL;5,49;;
355140 SERRA AZUL;13,28;;
355150 SERRANA;15,3;;
355160 SERRA NEGRA;6,02;;
355170 SERTAOZINHO;14,86;;
355180 SETE BARRAS;21,33;;
355190 SEVERINIA;14,36;;
355200 SILVEIRAS;5,89;;
355210 SOCORRO;6,87;;
355220 SOROCABA;16,76;;
355230 SUD MENNUCCI;13,71;;
355240 SUMARE;18,86;;
355250 SUZANO;21,23;;
355255 SUZANAPOLIS;6,91;;
355260 TABAPUA;11,29;;
355270 TABATINGA;6,75;;
355280 TABOAO DA SERRA;20,76;;
355290 TACIBA;13,65;;
355300 TAGUAI;5,84;;
355310 TAIACU;8,99;;
355320 TAIUVA;13,37;;
355330 TAMBAU;10,28;;
355340 TANABI;10,27;;
355350 TAPIRAI;12,7;;
355360 TAPIRATIBA;9,34;;
355365 TAQUARAL;11,04;;
355370 TAQUARITINGA;15,83;;
355380 TAQUARITUBA;9,75;;
355385 TAQUARIVAI;8,39;;
355390 TARABAI;12,51;;
355395 TARUMA;17,62;;
355400 TATUI;15,65;;
355410 TAUBATE;17,32;;
355420 TEJUPA;4,2;;
355430 TEODORO SAMPAIO;23,98;;
355440 TERRA ROXA;8,77;;
355450 TIETE;9,84;;
355460 TIMBURI;2,36;;
355465 TORRE DE PEDRA;8,57;;
355470 TORRINHA;8,91;;
355475 TRABIJU;11,96;;
355480 TREMEMBE;15,16;;
355490 TRES FRONTEIRAS;9,59;;
355495 TUIUTI;9,44;;
355500 TUPA;12,64;;
355510 TUPI PAULISTA;12,89;;
355520 TURIUBA;4,35;;
355530 TURMALINA;6,01;;
355535 UBARANA;12,05;;
355540 UBATUBA;17,54;;
355550 UBIRAJARA;7,11;;
355560 UCHOA;12,08;;
355570 UNIAO PAULISTA;5,23;;
355580 URANIA;9,03;;
355590 URU;7,29;;
355600 URUPES;12,4;;
355610 VALENTIM GENTIL;10,06;;
355620 VALINHOS;11,37;;
355630 VALPARAISO;13,78;;
355635 VARGEM;8,77;;
355640 VARGEM GRANDE DO SUL;10;;
355645 VARGEM GRANDE PAULISTA;18,87;;
355650 VARZEA PAULISTA;22,81;;
355660 VERA CRUZ;7,67;;
355670 VINHEDO;12,01;;
355680 VIRADOURO;11,26;;
355690 VISTA ALEGRE DO ALTO;6,45;;
355695 VITORIA BRASIL;8,87;;
355700 VOTORANTIM;17,75;;
355710 VOTUPORANGA;10,65;;
355715 ZACARIAS;16,89;;
355720 CHAVANTES;13,02;;
355730 ESTIVA GERBI;11,08;;
410010 ABATIA;4,54;;
410020 ADRIANOPOLIS;21,53;;
410030 AGUDOS DO SUL;11,68;;
410040 ALMIRANTE TAMANDARE;16,37;;
410045 ALTAMIRA DO PARANA;10,25;;
410050 ALTONIA;5,59;;
410060 ALTO PARANA;9,36;;
410070 ALTO PIQUIRI;10,69;;
410080 ALVORADA DO SUL;8,47;;
410090 AMAPORA;11,42;;
410100 AMPERE;5,47;;
410105 ANAHY;10,29;;
410110 ANDIRA;13,29;;
410115 ANGULO;5,76;;
410120 ANTONINA;18,14;;
410130 ANTONIO OLINTO;5,18;;
410140 APUCARANA;11,02;;
410150 ARAPONGAS;11,09;;
410160 ARAPOTI;14,65;;
410165 ARAPUA;6,47;;
410170 ARARUNA;10,23;;
410180 ARAUCARIA;16,2;;
410185 ARIRANHA DO IVAI;12,94;;
410190 ASSAI;14,78;;
410200 ASSIS CHATEAUBRIAND;9,23;;
410210 ASTORGA;10,7;;
410220 ATALAIA;10,25;;
410230 BALSA NOVA;12,83;;
410240 BANDEIRANTES;11,47;;
410250 BARBOSA FERRAZ;8,62;;
410260 BARRACAO;6,18;;
410270 BARRA DO JACARE;6,52;;
410275 BELA VISTA DA CAROBA;2,65;;
410280 BELA VISTA DO PARAISO;11,25;;
410290 BITURUNA;5,72;;
410300 BOA ESPERANCA;15,43;;
410302 BOA ESPERANCA DO IGUACU;2,94;;
410304 BOA VENTURA DE SAO ROQUE;3,21;;
410305 BOA VISTA DA APARECIDA;12,54;;
410310 BOCAIUVA DO SUL;8,67;;
410315 BOM JESUS DO SUL;2,35;;
410320 BOM SUCESSO;9,11;;
410322 BOM SUCESSO DO SUL;7,83;;
410330 BORRAZOPOLIS;9,45;;
410335 BRAGANEY;6,08;;
410337 BRASILANDIA DO SUL;2,61;;
410340 CAFEARA;12,2;;
410345 CAFELANDIA;11,42;;
410347 CAFEZAL DO SUL;7,75;;
410350 CALIFORNIA;10,18;;
410360 CAMBARA;11,11;;
410370 CAMBE;13,72;;
410380 CAMBIRA;5,93;;
410390 CAMPINA DA LAGOA;14,4;;
410395 CAMPINA DO SIMAO;2,18;;
410400 CAMPINA GRANDE DO SUL;16,82;;
410405 CAMPO BONITO;10,88;;
410410 CAMPO DO TENENTE;12,41;;
410420 CAMPO LARGO;13,24;;
410425 CAMPO MAGRO;11,28;;
410430 CAMPO MOURAO;15,67;;
410440 CANDIDO DE ABREU;10,61;;
410442 CANDOI;12,59;;
410445 CANTAGALO;12,38;;
410450 CAPANEMA;4,64;;
410460 CAPITAO LEONIDAS MARQUES;11,63;;
410465 CARAMBEI;11,82;;
410470 CARLOPOLIS;5,89;;
410480 CASCAVEL;12,83;;
410490 CASTRO;14,55;;
410500 CATANDUVAS;11,12;;
410510 CENTENARIO DO SUL;9,97;;
410520 CERRO AZUL;6,19;;
410530 CEU AZUL;11,02;;
410540 CHOPINZINHO;6,06;;
410550 CIANORTE;8,11;;
410560 CIDADE GAUCHA;10,4;;
410570 CLEVELANDIA;13,69;;
410580 COLOMBO;15,36;;
410590 COLORADO;10,76;;
410600 CONGONHINHAS;9,74;;
410610 CONSELHEIRO MAIRINCK;12,34;;
410620 CONTENDA;10,34;;
410630 CORBELIA;9,76;;
410640 CORNELIO PROCOPIO;15,41;;
410645 CORONEL DOMINGOS SOARES;5,47;;
410650 CORONEL VIVIDA;8,57;;
410655 CORUMBATAI DO SUL;5,88;;
410657 CRUZEIRO DO IGUACU;14,28;;
410660 CRUZEIRO DO OESTE;11,46;;
410670 CRUZEIRO DO SUL;11,17;;
410680 CRUZ MACHADO;1,58;;
410685 CRUZMALTINA;7,33;;
410690 CURITIBA;13,46;;
410700 CURIUVA;11,11;;
410710 DIAMANTE DO NORTE;10,51;;
410712 DIAMANTE DO SUL;4,54;;
410715 DIAMANTE D'OESTE;6,52;;
410720 DOIS VIZINHOS;9,71;;
410725 DOURADINA;10,97;;
410730 DOUTOR CAMARGO;13,52;;
410740 ENEAS MARQUES;4,15;;
410750 ENGENHEIRO BELTRAO;11,64;;
410752 ESPERANCA NOVA;4,84;;
410753 ENTRE RIOS DO OESTE;4,74;;
410754 ESPIGAO ALTO DO IGUACU;9,19;;
410755 FAROL;9,31;;
410760 FAXINAL;8,23;;
410765 FAZENDA RIO GRANDE;19,76;;
410770 FENIX;11,02;;
410773 FERNANDES PINHEIRO;15,6;;
410775 FIGUEIRA;13,16;;
410780 FLORAI;7,68;;
410785 FLOR DA SERRA DO SUL;4,17;;
410790 FLORESTA;11,29;;
410800 FLORESTOPOLIS;12,22;;
410810 FLORIDA;6,88;;
410820 FORMOSA DO OESTE;7;;
410830 FOZ DO IGUACU;15,64;;
410832 FRANCISCO ALVES;6,89;;
410840 FRANCISCO BELTRAO;10,17;;
410845 FOZ DO JORDAO;20,04;;
410850 GENERAL CARNEIRO;9,69;;
410855 GODOY MOREIRA;5,56;;
410860 GOIOERE;14,33;;
410865 GOIOXIM;1,01;;
410870 GRANDES RIOS;3,63;;
410880 GUAIRA;13,05;;
410890 GUAIRACA;7,82;;
410895 GUAMIRANGA;4,04;;
410900 GUAPIRAMA;12,77;;
410910 GUAPOREMA;7;;
410920 GUARACI;8,97;;
410930 GUARANIACU;8,52;;
410940 GUARAPUAVA;14,93;;
410950 GUARAQUECABA;7,51;;
410960 GUARATUBA;12,25;;
410965 HONORIO SERPA;8,68;;
410970 IBAITI;9,6;;
410975 IBEMA;10,72;;
410980 IBIPORA;16,18;;
410990 ICARAIMA;9,51;;
411000 IGUARACU;15,2;;
411005 IGUATU;1,09;;
411007 IMBAU;10,94;;
411010 IMBITUVA;7,93;;
411020 INACIO MARTINS;6,75;;
411030 INAJA;14,91;;
411040 INDIANOPOLIS;8,83;;
411050 IPIRANGA;5,14;;
411060 IPORA;9,46;;
411065 IRACEMA DO OESTE;10,61;;
411070 IRATI;11,03;;
411080 IRETAMA;10,69;;
411090 ITAGUAJE;14,86;;
411095 ITAIPULANDIA;12,73;;
411100 ITAMBARACA;8,89;;
411110 ITAMBE;8,25;;
411120 ITAPEJARA D'OESTE;9,49;;
411125 ITAPERUCU;21,57;;
411130 ITAUNA DO SUL;16,06;;
411140 IVAI;7,09;;
411150 IVAIPORA;12,17;;
411155 IVATE;10,86;;
411160 IVATUBA;11,23;;
411170 JABOTI;3,8;;
411180 JACAREZINHO;15,05;;
411190 JAGUAPITA;9,71;;
411200 JAGUARIAIVA;11,51;;
411210 JANDAIA DO SUL;8,93;;
411220 JANIOPOLIS;9,7;;
411230 JAPIRA;5,32;;
411240 JAPURA;5;;
411250 JARDIM ALEGRE;8,07;;
411260 JARDIM OLINDA;36,15;;
411270 JATAIZINHO;14,83;;
411275 JESUITAS;4,91;;
411280 JOAQUIM TAVORA;12,11;;
411290 JUNDIAI DO SUL;3,79;;
411295 JURANDA;12,86;;
411300 JUSSARA;9,33;;
411310 KALORE;9,21;;
411320 LAPA;12,1;;
411325 LARANJAL;1,4;;
411330 LARANJEIRAS DO SUL;12,74;;
411340 LEOPOLIS;11,8;;
411342 LIDIANOPOLIS;6,44;;
411345 LINDOESTE;14,2;;
411350 LOANDA;9,02;;
411360 LOBATO;13,52;;
411370 LONDRINA;12,45;;
411373 LUIZIANA;13,5;;
411375 LUNARDELLI;4,99;;
411380 LUPIONOPOLIS;12,74;;
411390 MALLET;6,58;;
411400 MAMBORE;17,13;;
411410 MANDAGUACU;8,88;;
411420 MANDAGUARI;12,77;;
411430 MANDIRITUBA;8,66;;
411435 MANFRINOPOLIS;1,05;;
411440 MANGUEIRINHA;7,09;;
411450 MANOEL RIBAS;8,62;;
411460 MARECHAL CANDIDO RONDON;6,83;;
411470 MARIA HELENA;9,65;;
411480 MARIALVA;9,58;;
411490 MARILANDIA DO SUL;8,31;;
411500 MARILENA;9,33;;
411510 MARILUZ;12,13;;
411520 MARINGA;11,14;;
411530 MARIOPOLIS;13,24;;
411535 MARIPA;5,25;;
411540 MARMELEIRO;5,32;;
411545 MARQUINHO;2,37;;
411550 MARUMBI;15,82;;
411560 MATELANDIA;9,61;;
411570 MATINHOS;16,18;;
411573 MATO RICO;2,04;;
411575 MAUA DA SERRA;19,87;;
411580 MEDIANEIRA;12,5;;
411585 MERCEDES;2,03;;
411590 MIRADOR;6,48;;
411600 MIRASELVA;12,64;;
411605 MISSAL;6,32;;
411610 MOREIRA SALES;7,41;;
411620 MORRETES;8,81;;
411630 MUNHOZ DE MELO;8,67;;
411640 NOSSA SENHORA DAS GRACAS;10,98;;
411650 NOVA ALIANCA DO IVAI;3,04;;
411660 NOVA AMERICA DA COLINA;7;;
411670 NOVA AURORA;11,5;;
411680 NOVA CANTU;7,94;;
411690 NOVA ESPERANCA;10,9;;
411695 NOVA ESPERANCA DO SUDOESTE;1,98;;
411700 NOVA FATIMA;7,59;;
411705 NOVA LARANJEIRAS;12,65;;
411710 NOVA LONDRINA;9,31;;
411720 NOVA OLIMPIA;9,33;;
411721 NOVA SANTA BARBARA;12,26;;
411722 NOVA SANTA ROSA;4,24;;
411725 NOVA PRATA DO IGUACU;9,9;;
411727 NOVA TEBAS;5,71;;
411729 NOVO ITACOLOMI;1,79;;
411730 ORTIGUEIRA;10,2;;
411740 OURIZONA;9,74;;
411745 OURO VERDE DO OESTE;7,71;;
411750 PAICANDU;15,56;;
411760 PALMAS;11,8;;
411770 PALMEIRA;12,29;;
411780 PALMITAL;5,84;;
411790 PALOTINA;8,51;;
411800 PARAISO DO NORTE;4,36;;
411810 PARANACITY;9,03;;
411820 PARANAGUA;13,94;;
411830 PARANAPOEMA;14,69;;
411840 PARANAVAI;12,17;;
411845 PATO BRAGADO;8,99;;
411850 PATO BRANCO;9,56;;
411860 PAULA FREITAS;14,9;;
411870 PAULO FRONTIN;6,36;;
411880 PEABIRU;11,76;;
411885 PEROBAL;8,34;;
411890 PEROLA;8,99;;
411900 PEROLA D'OESTE;3,42;;
411910 PIEN;9,91;;
411915 PINHAIS;16,8;;
411920 PINHALAO;3,35;;
411925 PINHAL DE SAO BENTO;10,49;;
411930 PINHAO;13,77;;
411940 PIRAI DO SUL;11,14;;
411950 PIRAQUARA;18,75;;
411960 PITANGA;6,83;;
411965 PITANGUEIRAS;3,1;;
411970 PLANALTINA DO PARANA;6,7;;
411980 PLANALTO;3,42;;
411990 PONTA GROSSA;14,64;;
411995 PONTAL DO PARANA;17,51;;
412000 PORECATU;14,62;;
412010 PORTO AMAZONAS;14,36;;
412015 PORTO BARREIRO;2,55;;
412020 PORTO RICO;11,22;;
412030 PORTO VITORIA;8,4;;
412033 PRADO FERREIRA;10,69;;
412035 PRANCHITA;4,61;;
412040 PRESIDENTE CASTELO BRANCO;8,81;;
412050 PRIMEIRO DE MAIO;11,77;;
412060 PRUDENTOPOLIS;7,43;;
412065 QUARTO CENTENARIO;9,91;;
412070 QUATIGUA;7,03;;
412080 QUATRO BARRAS;14,79;;
412085 QUATRO PONTES;2,75;;
412090 QUEDAS DO IGUACU;14,46;;
412100 QUERENCIA DO NORTE;9,17;;
412110 QUINTA DO SOL;3,66;;
412120 QUITANDINHA;7,45;;
412125 RAMILANDIA;8,63;;
412130 RANCHO ALEGRE;12,96;;
412135 RANCHO ALEGRE D'OESTE;7,84;;
412140 REALEZA;9,67;;
412150 REBOUCAS;9,63;;
412160 RENASCENCA;7,7;;
412170 RESERVA;6,5;;
412175 RESERVA DO IGUACU;10,33;;
412180 RIBEIRAO CLARO;6,02;;
412190 RIBEIRAO DO PINHAL;6,89;;
412200 RIO AZUL;4,37;;
412210 RIO BOM;4,15;;
412215 RIO BONITO DO IGUACU;3,95;;
412217 RIO BRANCO DO IVAI;13,39;;
412220 RIO BRANCO DO SUL;11,13;;
412230 RIO NEGRO;13,33;;
412240 ROLANDIA;11,54;;
412250 RONCADOR;10,49;;
412260 RONDON;6,82;;
412265 ROSARIO DO IVAI;4,91;;
412270 SABAUDIA;9,54;;
412280 SALGADO FILHO;5,78;;
412290 SALTO DO ITARARE;6,22;;
412300 SALTO DO LONTRA;7,26;;
412310 SANTA AMELIA;7,85;;
412320 SANTA CECILIA DO PAVAO;6,86;;
412330 SANTA CRUZ DE MONTE CASTELO;8,51;;
412340 SANTA FE;8,25;;
412350 SANTA HELENA;11,25;;
412360 SANTA INES;9,54;;
412370 SANTA ISABEL DO IVAI;10,32;;
412380 SANTA IZABEL DO OESTE;7,81;;
412382 SANTA LUCIA;5,27;;
412385 SANTA MARIA DO OESTE;3,1;;
412390 SANTA MARIANA;9,9;;
412395 SANTA MONICA;8,38;;
412400 SANTANA DO ITARARE;6,63;;
412402 SANTA TEREZA DO OESTE;17,44;;
412405 SANTA TEREZINHA DE ITAIPU;14,75;;
412410 SANTO ANTONIO DA PLATINA;10,93;;
412420 SANTO ANTONIO DO CAIUA;4,36;;
412430 SANTO ANTONIO DO PARAISO;5,42;;
412440 SANTO ANTONIO DO SUDOESTE;6,61;;
412450 SANTO INACIO;6,58;;
412460 SAO CARLOS DO IVAI;7,43;;
412470 SAO JERONIMO DA SERRA;8,34;;
412480 SAO JOAO;6,76;;
412490 SAO JOAO DO CAIUA;9,49;;
412500 SAO JOAO DO IVAI;7,6;;
412510 SAO JOAO DO TRIUNFO;4,15;;
412520 SAO JORGE D'OESTE;5,68;;
412530 SAO JORGE DO IVAI;8,41;;
412535 SAO JORGE DO PATROCINIO;4,39;;
